fact_id,category,crop,pest_or_disease,district,date_or_period,advisory_text,pesticide_name,active_ingredient,formulation,explicit_dose_text,safety_text,quality_control_status,source_report_title,source_report_year,source_filename,source_page,source_section,source_excerpt,extraction_status,confidence,reviewed
fact_00045,general_agricultural_advisory,mango,,,,"28
viii. Pest Surveillance Report of Mango
Mango, one of Pakistan’s most important fruit crop, is valued for its exceptional taste, aroma, and
export potential, contributing significantly to the national economy. During 2024–25, mango
orchards covered an area of 0.378 million acres, with an average yield of 148.4 maunds per acre.",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,28,Citrus Psylla Pest Alert,"28
viii. Pest Surveillance Report of Mango
Mango, one of Pakistan’s most important fruit crop, is valued for its exceptional taste, aroma, and
export potential, contributing significantly to the national economy. During 2024–25, mango
orchards covered an area of 0.378 million acres, with an average yield of 148.4 maunds per acre.",extracted,0.7,false
fact_00046,pest_warning,mango,mealybug,,,"Extensive pest surveillance and crop health monitoring were carried out across major mango-
growing regions, revealing varying levels of pest infestations and disease incidence.
“During 2024–25, mango mealybug and hopper were observed as major insect
pests while anthracnose and malformation remained the key disease threats to
mango orchards.”
Pest Scouting of Mango orchards by pest scouting teams
A Mango Hopper Control Campaign was
launched in response to the increasing
infestation of Mango Hopper observed in various
mango-growing areas of the province.",,,,,"“During 2024–25, mango mealybug and hopper were observed as major insect
pests while anthracnose and malformation remained the key disease threats to
mango orchards.”
Pest Scouting of Mango orchards by pest scouting teams
A Mango Hopper Control Campaign was
launched in response to the increasing
inf",,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,28,Citrus Psylla Pest Alert,"Extensive pest surveillance and crop health monitoring were carried out across major mango-
growing regions, revealing varying levels of pest infestations and disease incidence.
“During 2024–25, mango mealybug and hopper were observed as major insect
pests while anthracnose and malformation remained the key disease threats to
mango orchards.”
Pest Scouting of Mango orchards by pest scouting teams
A Mango Hopper Control Campaign was
launched in response to the increasing
infestation of Mango Hopper observed in various
mango-growing areas of the province.",extracted,0.85,false
fact_00047,general_agricultural_advisory,mango,,,,"The
campaign aimed to protect the mango crop from
severe damage by promoting timely pest
surveillance, farmer awareness and the adoption
of recommended control measures. Field teams
were mobilized to monitor pest incidence, issue
advisories, and guide farmers on integrated pest
management practices to ensure healthy fruit
production and safeguard yield quality.",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,28,Citrus Psylla Pest Alert,"The
campaign aimed to protect the mango crop from
severe damage by promoting timely pest
surveillance, farmer awareness and the adoption
of recommended control measures. Field teams
were mobilized to monitor pest incidence, issue
advisories, and guide farmers on integrated pest
management practices to ensure healthy fruit
production and safeguard yield quality.",extracted,0.7,false
fact_00048,pesticide_safety,mango,,,,"29
M o n t h M a n g o F r
uit
B o r e r M a n g o Ti
p
B o r e r M a n g o T h ri
p s
H o p p e r F r uit fl y S c al e s G all s/ Mi d g
e s
M e al y B u
g
J
A
S
O
F
M
A
M
J
U L Y
U G U
E P T E
C T O
E B R U
A R C
P R IL
A Y
U N E
S T
M B
B E R
A R
H
E
Y
R
P e s t S
0
0
0
0
0
0
0
0
0
i t
.0
.0
.0
.0
.0
.0
.0
.0
.0
u a t i o n
0
0
0
0
0
0
0
0
0
o
.0
.0
.0
.0
.0
.0
.0
.0
.0
f M a n
0
0
0
0
0
0
1
3
0
g
.0
.0
.0
.0
.0
.0
.4
.5
.1
o i n P u n
0 .0
0 .0
0 .0
0 .0
0 .0
0 .5
1 5 .2
6 .7
0 .0
j a b 2 0 2 4
1 .8
2 .7
0 .0
0 .0
0 .0
0 .0
0 .0
0 .0
0 .0
- 2 5 ( A
0
0
0
0
0
0
0
0
0
b
.0
.3
.0
.0
.3
.2
.0
.0
.0
o v e E T
0
0
0
0
0
0
0
0
0
L
.0
.0
.0
.0
.0
.0
.0
.1
.1
)
0
0
0
0
0
5
5
4
1
.0
.0
.0
.0
.8
.2
.4
.3
.1
PEST ALERT
DUE TO MANGO HOPPER OUTBREAK, PEST ALERT WAS
ISSUED TO ENSURE TIMELY SURVEILLA",,,,,"29
M o n t h M a n g o F r
uit
B o r e r M a n g o Ti
p
B o r e r M a n g o T h ri
p s
H o p p e r F r uit fl y S c al e s G all s/ Mi d g
e s
M e al y B u
g
J
A
S
O
F
M
A
M
J
U L Y
U G U
E P T E
C T O
E B R U
A R C
P R IL
A Y
U N E
S T
M B
B E R
A R
H
E
Y
R
P e s t S
0
0
0
0
0
0
0
0
0
i t
.0
.0
.0
",,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,29,Citrus Psylla Pest Alert,"29
M o n t h M a n g o F r
uit
B o r e r M a n g o Ti
p
B o r e r M a n g o T h ri
p s
H o p p e r F r uit fl y S c al e s G all s/ Mi d g
e s
M e al y B u
g
J
A
S
O
F
M
A
M
J
U L Y
U G U
E P T E
C T O
E B R U
A R C
P R IL
A Y
U N E
S T
M B
B E R
A R
H
E
Y
R
P e s t S
0
0
0
0
0
0
0
0
0
i t
.0
.0
.0
.0
.0
.0
.0
.0
.0
u a t i o n
0
0
0
0
0
0
0
0
0
o
.0
.0
.0
.0
.0
.0
.0
.0
.0
f M a n
0
0
0
0
0
0
1
3
0
g
.0
.0
.0
.0
.0
.0
.4
.5
.1
o i n P u n
0 .0
0 .0
0 .0
0 .0
0 .0
0 .5
1 5 .2
6 .7
0 .0
j a b 2 0 2 4
1 .8
2 .7
0 .0
0 .0
0 .0
0 .0
0 .0
0 .0
0 .0
- 2 5 ( A
0
0
0
0
0
0
0
0
0
b
.0
.3
.0
.0
.3
.2
.0
.0
.0
o v e E T
0
0
0
0
0
0
0
0
0
L
.0
.0
.0
.0
.0
.0
.0
.1
.1
)
0
0
0
0
0
5
5
4
1
.0
.0
.0
.0
.8
.2
.4
.3
.1
PEST ALERT
DUE TO MANGO HOPPER OUTBREAK, PEST ALERT WAS
ISSUED TO ENSURE TIMELY SURVEILLANCE AND
MANAGEMENT ACTIONS.",extracted,0.85,false
fact_00049,pest_warning,,mealybug,,2024-25; 2024-25,"The crop was regularly monitored by pest scouting
teams throughout the season to assess pest and
Mealybug
Fruitfly
disease incidence across major guava-growing regions.
“Major issues observed including fruit fly infestation, Anthracnose and Wither
Tip diseases, posing significant threats to guava orchards during 2024-25.”
DISEASE INCIDENCE OF GUAVE IN PUNJAB 2024-25
Month Anthracnose Decline Withertip
Jul 25.80 12.17 11.30
Aug 21.90 7.00 8.80
Sep 20.81 7.24 11.31
Oct 17.16 0.75 13.93
Nov 16.67 0.71 13.33
Dec 22.39 1.78 11.45
Jan 20.92 2.19 12.90
Feb 23.08 3.59 10.51
Mar 24.58 0.72 14.70
Apr 22.56 0.00 13.26
May 21.03 2.34 14.25
Jun 20.10 1.01 15.58",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,31,Fortnightly Pest Situation Report Of Mango 2024-25,"The crop was regularly monitored by pest scouting
teams throughout the season to assess pest and
Mealybug
Fruitfly
disease incidence across major guava-growing regions.
“Major issues observed including fruit fly infestation, Anthracnose and Wither
Tip diseases, posing significant threats to guava orchards during 2024-25.”
DISEASE INCIDENCE OF GUAVE IN PUNJAB 2024-25
Month Anthracnose Decline Withertip
Jul 25.80 12.17 11.30
Aug 21.90 7.00 8.80
Sep 20.81 7.24 11.31
Oct 17.16 0.75 13.93
Nov 16.67 0.71 13.33
Dec 22.39 1.78 11.45
Jan 20.92 2.19 12.90
Feb 23.08 3.59 10.51
Mar 24.58 0.72 14.70
Apr 22.56 0.00 13.26
May 21.03 2.34 14.25
Jun 20.10 1.01 15.58",extracted,0.85,false
fact_00050,general_agricultural_advisory,vegetables,,,September 2024; April 2025; April 2025,"33
x. Pest Surveillance Report of Vegetables
During the year 2024–25, a total of 83,156 spots covering 0.18 million acres of vegetable
crops were surveyed across Punjab. Monitoring data revealed that pest infestation fluctuated
throughout the year with two critical peaks: the first during July–September 2024, when the affected
area consistently remained above 6,000 acres, and the second during February–April 2025, with
infestation reaching its maximum of 7,667 acres in April 2025.",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,33,Pest Situation Of Vegetables In Punjab 2024-25,"33
x. Pest Surveillance Report of Vegetables
During the year 2024–25, a total of 83,156 spots covering 0.18 million acres of vegetable
crops were surveyed across Punjab. Monitoring data revealed that pest infestation fluctuated
throughout the year with two critical peaks: the first during July–September 2024, when the affected
area consistently remained above 6,000 acres, and the second during February–April 2025, with
infestation reaching its maximum of 7,667 acres in April 2025.",extracted,0.7,false
fact_00051,crop_disease_warning,,,,,"34
2. QUALITY CONTROL OF PESTICIDES
Regulation of Pesticides business by 176 Pesticide Inspectors under Agricultural Pesticides
Ordinance, 1971 (amended in 2012) and Punjab Agriculture Pesticide Rules 2018.
 Pesticide Anti-adulteration activities:
High-quality pesticides are essential for farmers to effectively combat crop pests and
diseases, thereby ensuring substantial yields. Use of counterfeit or inferior pesticides leads to
decreased productivity for agricultural producers. Punjab accounts for approximately 80% of
agricultural pesticide consumption in the country.",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,34,2. QUALITY CONTROL OF PESTICIDES,"34
2. QUALITY CONTROL OF PESTICIDES
Regulation of Pesticides business by 176 Pesticide Inspectors under Agricultural Pesticides
Ordinance, 1971 (amended in 2012) and Punjab Agriculture Pesticide Rules 2018.
 Pesticide Anti-adulteration activities:
High-quality pesticides are essential for farmers to effectively combat crop pests and
diseases, thereby ensuring substantial yields. Use of counterfeit or inferior pesticides leads to
decreased productivity for agricultural producers. Punjab accounts for approximately 80% of
agricultural pesticide consumption in the country.",extracted,0.75,false
fact_00052,pesticide_quality_control,,,,2024-25,"Similarly, the production is also concentrated in
Punjab with more than 3/4th of total manufacturing and refilling plants located in the Province. At
present, 950 pesticide distributors and 17,000 registered pesticide dealers are working in the
province. During financial year 2024-25, an aggressive campaign against the adulterated and
spurious pesticides was initiated for both Rabi and Kharif seasons. Farmers, especially in remote
districts, have easier access to sub-standard pesticides. Therefore, strategic and intelligence-
based pesticide sampling was carried out in both remote and central regions of Punjab for the
provision of quality products.",,,,,,non-compliant sample; registered,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,34,2. QUALITY CONTROL OF PESTICIDES,"Similarly, the production is also concentrated in
Punjab with more than 3/4th of total manufacturing and refilling plants located in the Province. At
present, 950 pesticide distributors and 17,000 registered pesticide dealers are working in the
province. During financial year 2024-25, an aggressive campaign against the adulterated and
spurious pesticides was initiated for both Rabi and Kharif seasons. Farmers, especially in remote
districts, have easier access to sub-standard pesticides. Therefore, strategic and intelligence-
based pesticide sampling was carried out in both remote and central regions of Punjab for the
provision of quality products.",extracted,0.75,false
fact_00053,pesticide_quality_control,,,Multan; Okara; Sahiwal,2024-25,"During 2024-25, a total of 5,217 pesticide samples were drawn. The unfit ratio stood at
4.2%, with 241 samples declared unfit
(Adulterated/Substandard). Pesticide inspectors filed TOP 5 RAID DISTRICTS IN TERMS OF
WORTH (MILLION RS.)
470 FIRs, encompassing both routine checks and
3.1%
raids, against offenders. Raids against individuals
3.3%
3.4%
involved in manufacturing and selling of substandard
4.8%
pesticides have increased to 363 in this financial year
as compared to previous year owing to strict Multan
enforcements by the department’s authorities. During 50% Okara
R.Y. Khan
raids, inspectors detained 239 individuals involved in
Sahiwal
the act.",,,,,,non-compliant sample,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,34,2. QUALITY CONTROL OF PESTICIDES,"During 2024-25, a total of 5,217 pesticide samples were drawn. The unfit ratio stood at
4.2%, with 241 samples declared unfit
(Adulterated/Substandard). Pesticide inspectors filed TOP 5 RAID DISTRICTS IN TERMS OF
WORTH (MILLION RS.)
470 FIRs, encompassing both routine checks and
3.1%
raids, against offenders. Raids against individuals
3.3%
3.4%
involved in manufacturing and selling of substandard
4.8%
pesticides have increased to 363 in this financial year
as compared to previous year owing to strict Multan
enforcements by the department’s authorities. During 50% Okara
R.Y. Khan
raids, inspectors detained 239 individuals involved in
Sahiwal
the act.",extracted,0.8,false
fact_00054,pesticide_quality_control,,,Faisalabad; Kasur; Lahore; Nankana; Sheikhupura,,"35
The table below illustrates district-wise progress of the anti-adulteration efforts. SUMMARY OF ANTI-ADULTERATION COMPAIGN OF PESTICIDES FROM 01-07-2024 TO
30.06.2025
No. of
sampl No. of No. of No. of Quantity Value of
Sr. es unfit No. of FIRs raids persons seized seized
No. Districts drawn samples registered conducted arrested (Kg/L) Quantity (Rs)
1 Lahore 97 2 10 8 6 320.48 5,379,668
2 Sheikhupura 188 8 20 16 4 2073.05 2,518,388
3 Kasur 148 6 16 9 5 314.12 1,509,363
4 Nankana Sahib 118 3 9 6 0 291.65 410,755
5 Faisalabad 234 5 16 14 11 2119.905 4,746,043
6 T.T.",,,,,,registered; enforcement action,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,35,Summary Of Anti-Adulteration Compaign Of Pesticides From 01-07-2024 To,"35
The table below illustrates district-wise progress of the anti-adulteration efforts. SUMMARY OF ANTI-ADULTERATION COMPAIGN OF PESTICIDES FROM 01-07-2024 TO
30.06.2025
No. of
sampl No. of No. of No. of Quantity Value of
Sr. es unfit No. of FIRs raids persons seized seized
No. Districts drawn samples registered conducted arrested (Kg/L) Quantity (Rs)
1 Lahore 97 2 10 8 6 320.48 5,379,668
2 Sheikhupura 188 8 20 16 4 2073.05 2,518,388
3 Kasur 148 6 16 9 5 314.12 1,509,363
4 Nankana Sahib 118 3 9 6 0 291.65 410,755
5 Faisalabad 234 5 16 14 11 2119.905 4,746,043
6 T.T.",extracted,0.8,false
fact_00055,inspection,,,Multan,2024-25,"36
i. Punjab Launches Crackdown o n Illegal Pesticide Manufacturers
Pesticide inspectors continued crackdown on illegal pesticide operations in Punjab. These
coordinated efforts demonstrate the government's commitment to combating the distribution of
unregistered and potentially harmful pesticides. During fiscal year 2024-25, Multan team conducted successful raids on six illegal
manufacturing units at different locations in the district. Details are given as under:
 Successful crack down on illicit
pesticide manufacturing factory situated at Basti
dogran near pull Muzaffarabad Multan. The
inspection revealed various companies packing
materials and seals.",,,,,,registered,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,36,Summary Of Anti-Adulteration Compaign Of Pesticides From 01-07-2024 To,"36
i. Punjab Launches Crackdown o n Illegal Pesticide Manufacturers
Pesticide inspectors continued crackdown on illegal pesticide operations in Punjab. These
coordinated efforts demonstrate the government's commitment to combating the distribution of
unregistered and potentially harmful pesticides. During fiscal year 2024-25, Multan team conducted successful raids on six illegal
manufacturing units at different locations in the district. Details are given as under:
 Successful crack down on illicit
pesticide manufacturing factory situated at Basti
dogran near pull Muzaffarabad Multan. The
inspection revealed various companies packing
materials and seals.",extracted,0.8,false
fact_00056,pesticide_quality_control,,,Bahawalpur; Multan,,"Nine samples were collected
for quality testing, later found unfit by the
Raid on illegal pesticide manufacturing factory at basti
laboratory. This operation resulted in the dogran
confiscation of 634 kg/L of products valued 2.36
million rupees.
 Illegal pesticide manufacturing unit
was traced in Basti Illahabad, near Wazirabad
Bahawalpur Road, Multan. FIR was lodged
against the accused at Police Station Basti
Malook. During the operation, concerned
inspector seized 19,951 kg/L of granular Shutting down illegal factory at basti illahabad
pesticide, worth approximately 10 million rupees.",,,,,,enforcement action,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,36,Summary Of Anti-Adulteration Compaign Of Pesticides From 01-07-2024 To,"Nine samples were collected
for quality testing, later found unfit by the
Raid on illegal pesticide manufacturing factory at basti
laboratory. This operation resulted in the dogran
confiscation of 634 kg/L of products valued 2.36
million rupees.
 Illegal pesticide manufacturing unit
was traced in Basti Illahabad, near Wazirabad
Bahawalpur Road, Multan. FIR was lodged
against the accused at Police Station Basti
Malook. During the operation, concerned
inspector seized 19,951 kg/L of granular Shutting down illegal factory at basti illahabad
pesticide, worth approximately 10 million rupees.",extracted,0.8,false
fact_00057,pesticide_quality_control,,,Multan; Vehari,,"In addition, nine pesticide samples collected for
laboratory analysis were declared unfit.
 An illegal pesticide factory located at
Fatima Jinnah Town, near Vehari Chowk, Multan
was traced by Multan team. The raid led to the
recovery of empty cans, bottles, tubs, buckets,
cartons, fake labels, loose granules, and finished
products used in the illicit manufacturing process. During the operation, 546.79 kg/L of granular
pesticide, valued 10.81 million rupees
Raid on illegal manufacturing unit at Fatimah Jinnah Town
confiscated.",,,,,,non-compliant sample; enforcement action,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,36,Summary Of Anti-Adulteration Compaign Of Pesticides From 01-07-2024 To,"In addition, nine pesticide samples collected for
laboratory analysis were declared unfit.
 An illegal pesticide factory located at
Fatima Jinnah Town, near Vehari Chowk, Multan
was traced by Multan team. The raid led to the
recovery of empty cans, bottles, tubs, buckets,
cartons, fake labels, loose granules, and finished
products used in the illicit manufacturing process. During the operation, 546.79 kg/L of granular
pesticide, valued 10.81 million rupees
Raid on illegal manufacturing unit at Fatimah Jinnah Town
confiscated.",extracted,0.8,false
fact_00058,pesticide_quality_control,,,Multan,,"37
 Team Multan traced an
illegal/unregistered factory situated near BCG
chowk Multan. FIR was registered against
accused in Police station Muzaffarabad. During
raid, 106.31 Kg/L of illegal pesticide of worth 0.31
million rupees was confiscated. During raid, empty
Illegal factory traced near BCG Chowk Multan
bottles and fake labels were recovered.
 A successful operation against
illegal pesticide manufacturing factory near MM
Plastic, Industrial State, Multan was led by team
Multan, where unauthorized pesticides
production was underway. FIR was filed at the
Muzaffarabad police station against the
offenders.",,,,,,non-compliant sample; registered; enforcement action,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,37,Summary Of Anti-Adulteration Compaign Of Pesticides From 01-07-2024 To,"37
 Team Multan traced an
illegal/unregistered factory situated near BCG
chowk Multan. FIR was registered against
accused in Police station Muzaffarabad. During
raid, 106.31 Kg/L of illegal pesticide of worth 0.31
million rupees was confiscated. During raid, empty
Illegal factory traced near BCG Chowk Multan
bottles and fake labels were recovered.
 A successful operation against
illegal pesticide manufacturing factory near MM
Plastic, Industrial State, Multan was led by team
Multan, where unauthorized pesticides
production was underway. FIR was filed at the
Muzaffarabad police station against the
offenders.",extracted,0.8,false
fact_00059,pesticide_quality_control,,,Multan,,"The operation led to the confiscation
Raid conducted on illegal factory near MM Plastic,
of 3540 kg/L of counterfeit pesticides worth 10.83
Industrial State, Multan
million rupees. Fifteen samples were collected for
quality testing, later found unfit by the laboratory.
 Another illegal manufacturing unit
located near Near Bakht Enterprises, Plot No. 18,
hameed Town, Industrial Estate, Multan was
traced by Multan team. The inspection revealed
discovered empty bottles, unauthorized labels,
loose monomehypo granules, labels, illegally
Raid on illegal manufacturing unit Near Bakht Enterprises
packaged finished product, seals and sewing
Multan
machines during the operation.",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,37,Summary Of Anti-Adulteration Compaign Of Pesticides From 01-07-2024 To,"The operation led to the confiscation
Raid conducted on illegal factory near MM Plastic,
of 3540 kg/L of counterfeit pesticides worth 10.83
Industrial State, Multan
million rupees. Fifteen samples were collected for
quality testing, later found unfit by the laboratory.
 Another illegal manufacturing unit
located near Near Bakht Enterprises, Plot No. 18,
hameed Town, Industrial Estate, Multan was
traced by Multan team. The inspection revealed
discovered empty bottles, unauthorized labels,
loose monomehypo granules, labels, illegally
Raid on illegal manufacturing unit Near Bakht Enterprises
packaged finished product, seals and sewing
Multan
machines during the operation.",extracted,0.8,false
fact_00060,pesticide_quality_control,,,,,"A total of 68272 kg/L of pesticides, worth 41.38 million rupees, was seized and
handed over to the police. Seven pesticides samples were also been taken for quality
analysis, later found unfit by the laboratory.",,,,,"Seven pesticides samples were also been taken for quality
analysis, later found unfit by the laboratory.",enforcement action,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,37,Summary Of Anti-Adulteration Compaign Of Pesticides From 01-07-2024 To,"A total of 68272 kg/L of pesticides, worth 41.38 million rupees, was seized and
handed over to the police. Seven pesticides samples were also been taken for quality
analysis, later found unfit by the laboratory.",extracted,0.75,false
fact_00061,pesticide_quality_control,,,,2024-25,"38
ii. Capacity Building Of Pesticides Dealers
An important function of pest warning and QCP involves the registration and training
of pesticide dealers on safe handling of pesticides. During 2024-25, a total of 16,066 dealers
underwent training on safe pesticide management practices, with 7,799 fresh dealers and 8,267
renewals. The training curriculum included various topics, including the Punjab Agriculture
Pesticide Act 2012 (amended) and Punjab Agriculture Pesticide Rules 2018, recognizing insect
pests and diseases along with their timely
control measures, identifying beneficial insects,
and understanding different types of pesticides
and their formulations.",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,38,Summary Of Anti-Adulteration Compaign Of Pesticides From 01-07-2024 To,"38
ii. Capacity Building Of Pesticides Dealers
An important function of pest warning and QCP involves the registration and training
of pesticide dealers on safe handling of pesticides. During 2024-25, a total of 16,066 dealers
underwent training on safe pesticide management practices, with 7,799 fresh dealers and 8,267
renewals. The training curriculum included various topics, including the Punjab Agriculture
Pesticide Act 2012 (amended) and Punjab Agriculture Pesticide Rules 2018, recognizing insect
pests and diseases along with their timely
control measures, identifying beneficial insects,
and understanding different types of pesticides
and their formulations.",extracted,0.75,false
fact_00062,pesticide_quality_control,pulses,,,2024-25; 2024-25; 2024-25,"Pesticide dealers were required to complete
mandatory training from the department before
the issuance of licenses. During 2024-25, 13,205
licenses have been issued to the dealers after
approval from District Pesticide License
committee. Pesticide dealers training and licensing program generated 233 million rupees revenue during the
fiscal year 2024-25.
iii. Registration of Pesticide Distributors
In Punjab, the Directorate General Pest
Warning grants distribution licenses for Agricultural
pesticides to distributors/firms. During 2024-25, a total of
627 distribution licenses were issued, comprising 354 new
licenses and 273 renewals.",,,,,"During 2024-25, 13,205
licenses have been issued to the dealers after
approval from District Pesticide License
committee.",,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,38,Summary Of Anti-Adulteration Compaign Of Pesticides From 01-07-2024 To,"Pesticide dealers were required to complete
mandatory training from the department before
the issuance of licenses. During 2024-25, 13,205
licenses have been issued to the dealers after
approval from District Pesticide License
committee. Pesticide dealers training and licensing program generated 233 million rupees revenue during the
fiscal year 2024-25.
iii. Registration of Pesticide Distributors
In Punjab, the Directorate General Pest
Warning grants distribution licenses for Agricultural
pesticides to distributors/firms. During 2024-25, a total of
627 distribution licenses were issued, comprising 354 new
licenses and 273 renewals.",extracted,0.85,false
fact_00063,pesticide_quality_control,,,,,"These licenses were granted
after physical inspections of infrastructure as per SOPs. Total 54.70 million Rupees revenue was generated from
registration of pesticide distributors.",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,38,Summary Of Anti-Adulteration Compaign Of Pesticides From 01-07-2024 To,"These licenses were granted
after physical inspections of infrastructure as per SOPs. Total 54.70 million Rupees revenue was generated from
registration of pesticide distributors.",extracted,0.75,false
fact_00064,pesticide_quality_control,rice; vegetables,,Gujranwala; Lahore,2022-26; 2024-25,"39
3. DEVELOPMENT PROJECT
The Director General of Pest Warning and Quality Control of Pesticides, wing
of Punjab Agriculture department has been carried out an ADP project titled
“Mitigating Emerging Issues of Pesticide Residues in Rice and Vegetables through
Capacity Building of Farmers and Extension Agents”. Gestation period: 2022-26
Total Budget allocation: 317.723 Million rupees
Budget allocation (2024-25): 91.961 Million rupees
This project focuses on addressing pesticide residue concerns across the
entire production-to-marketing chain by actively engaging and linking all relevant
stakeholders. Its covers ten districts in the Lahore and Gujranwala divisions.",,,,,"DEVELOPMENT PROJECT
The Director General of Pest Warning and Quality Control of Pesticides, wing
of Punjab Agriculture department has been carried out an ADP project titled
“Mitigating Emerging Issues of Pesticide Residues in Rice and Vegetables through
Capacity Building of Farmers and Extension Age",,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,39,3. DEVELOPMENT PROJECT,"39
3. DEVELOPMENT PROJECT
The Director General of Pest Warning and Quality Control of Pesticides, wing
of Punjab Agriculture department has been carried out an ADP project titled
“Mitigating Emerging Issues of Pesticide Residues in Rice and Vegetables through
Capacity Building of Farmers and Extension Agents”. Gestation period: 2022-26
Total Budget allocation: 317.723 Million rupees
Budget allocation (2024-25): 91.961 Million rupees
This project focuses on addressing pesticide residue concerns across the
entire production-to-marketing chain by actively engaging and linking all relevant
stakeholders. Its covers ten districts in the Lahore and Gujranwala divisions.",extracted,0.9,false
fact_00065,pesticide_quality_control,rice; vegetables,,,,"Following practices are being followed in said project:
 Conduct regular surveillance and provide on-spot training to farmers regarding integrated pest
management (IPM) strategies, including cultural, mechanical, biological practices and need-
based use of recommended pesticides upon reaching ETL.
 Capacity building of farmers and extension agents on the hazardous health and environmental
impacts arising from pesticide residues through large and small-scale gatherings.
 Capacity building of pesticide dealers regarding the pesticide residues through large and small-
scale gatherings.
 Promoting the awareness regarding PHI, MRLs among the farmers through print and electronic
media.
 Mandatory inclusion of PHI on pesticide product labels for awareness of farmers.
 Establishment of IPM d",,,,," Capacity building of farmers and extension agents on the hazardous health and environmental
impacts arising from pesticide residues through large and small-scale gatherings.",,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,39,3. DEVELOPMENT PROJECT,"Following practices are being followed in said project:
 Conduct regular surveillance and provide on-spot training to farmers regarding integrated pest
management (IPM) strategies, including cultural, mechanical, biological practices and need-
based use of recommended pesticides upon reaching ETL.
 Capacity building of farmers and extension agents on the hazardous health and environmental
impacts arising from pesticide residues through large and small-scale gatherings.
 Capacity building of pesticide dealers regarding the pesticide residues through large and small-
scale gatherings.
 Promoting the awareness regarding PHI, MRLs among the farmers through print and electronic
media.
 Mandatory inclusion of PHI on pesticide product labels for awareness of farmers.
 Establishment of IPM demo plots to implement the IPM strategies for residue free rice
production.
 Collection of rice and vegetable samples from farmers’ fields for pesticide residue analysis.",extracted,0.85,false
fact_00066,general_agricultural_advisory,,,,2024-25,"40
GLIMPSES OF PROJECT RELATED ACTIVITIES IN FISCAL YEAR 2024-25
Integrated pest management activities at IPM demo farm
Capacity building of Pesticide dealers & farmers in small and mega gatherings
regarding the safer use of pesticides
Mass awareness through print and social media regarding the pesticide",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,40,Glimpses Of Project Related Activities In Fiscal Year 2024-25,"40
GLIMPSES OF PROJECT RELATED ACTIVITIES IN FISCAL YEAR 2024-25
Integrated pest management activities at IPM demo farm
Capacity building of Pesticide dealers & farmers in small and mega gatherings
regarding the safer use of pesticides
Mass awareness through print and social media regarding the pesticide",extracted,0.6,false
