date,year,month,location,province,crop_type,pest_name_scientific,pest_name_common,pest_name_urdu,pest_type,severity_level,severity_score,temp_min,temp_max,temp_avg,humidity_avg,rainfall_mm,growth_stage,soil_type,previous_crop,control_measures_applied,effectiveness_rating,source_name,source_url,confidence_score,data_quality_flag
2023-06-10,2023,6,Faisalabad,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,31.41698285138692,43.41698285138692,37.41698285138692,49.78450869504985,0.0,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-06-10,2023,6,Multan,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,34.69659514978249,46.69659514978249,40.69659514978249,51.52251745045392,4.259919112877089,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-06-10,2023,6,Gujranwala,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,33.85356881865322,45.85356881865322,39.85356881865322,48.80543445501748,11.392492509738481,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-08-10,2023,8,Lahore,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,24.104395861363937,36.10439586136394,30.104395861363937,80.50941434209334,58.504837971851316,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-08-10,2023,8,Faisalabad,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,25.112446396775404,37.112446396775404,31.112446396775404,80.21351175310578,79.635091378292,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-08-10,2023,8,Multan,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,critical,0.9,26.409497755875265,38.409497755875265,32.409497755875265,80.53480754411747,59.53703248918938,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-08-10,2023,8,Gujranwala,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,23.75786242863927,35.75786242863927,29.75786242863927,85.80901850525944,74.05570030994458,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-09-10,2023,9,Lahore,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,20.276848259904167,32.27684825990417,26.276848259904167,75.75311834336162,17.978793234782813,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-09-10,2023,9,Faisalabad,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,20.29125968781808,32.29125968781808,26.29125968781808,74.84813793771959,22.148632018370126,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-09-10,2023,9,Multan,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,21.283294187262005,33.283294187262,27.283294187262005,75.87597183815106,34.42496434919397,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-09-10,2023,9,Gujranwala,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,21.93716247755163,33.93716247755163,27.93716247755163,81.73572015855034,28.683244695431398,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-08-10,2023,8,Lahore,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,critical,0.9,27.758028902214328,39.75802890221433,33.75802890221433,77.94763034536412,27.820645999906315,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-08-10,2023,8,Faisalabad,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,27.743151504045784,39.743151504045784,33.743151504045784,71.09966593544054,35.06073929743985,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-08-10,2023,8,Multan,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,26.070546464587835,38.070546464587835,32.070546464587835,73.91287979415223,31.199468258018335,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-08-10,2023,8,Gujranwala,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,24.457230539707204,36.457230539707204,30.457230539707204,75.67859121078985,40.94824268023033,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-05-10,2023,5,Lahore,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,31.946736161207923,43.94673616120792,37.94673616120792,61.84660869910209,20.254017591220332,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-05-10,2023,5,Faisalabad,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,32.48028779774144,44.48028779774144,38.48028779774144,56.99662459608538,10.836813931303901,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-05-10,2023,5,Multan,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,30.787238858726646,42.787238858726646,36.787238858726646,58.65966030781015,28.50044734184603,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-05-10,2023,5,Gujranwala,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,32.02462320344916,44.02462320344916,38.02462320344916,61.64076354904375,20.471684041259703,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-01-10,2024,1,Lahore,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,high,0.7,9.672382316182999,21.672382316182997,15.672382316182999,73.92066670121405,44.34172670243994,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-01-10,2024,1,Faisalabad,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,8.888750906193284,20.888750906193284,14.888750906193284,76.98303413114175,39.561844726515254,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-01-10,2024,1,Multan,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,7.387709096647734,19.387709096647733,13.387709096647734,79.20464254077092,44.896158828416446,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-01-10,2024,1,Gujranwala,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,6.103001566265425,18.103001566265426,12.103001566265425,82.83697502319328,34.56316736555412,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-02-10,2024,2,Lahore,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,16.49867009811949,28.49867009811949,22.49867009811949,61.398160625533755,9.65038555811895,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-02-10,2024,2,Faisalabad,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,16.1437242442385,28.1437242442385,22.1437242442385,62.44394335627686,1.2263089327689123,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-02-10,2024,2,Multan,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,17.659374219697156,29.659374219697156,23.659374219697156,66.30398437891519,11.694015482536091,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-02-10,2024,2,Gujranwala,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,14.964023551543697,26.964023551543697,20.964023551543697,58.70355828640123,13.890990927645596,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-07-10,2024,7,Lahore,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,27.350146320856517,39.35014632085652,33.35014632085652,72.26577158158307,28.12806472740035,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-07-10,2024,7,Faisalabad,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,28.599144270421263,40.59914427042126,34.59914427042126,63.00198274149447,15.149033289466795,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-07-10,2024,7,Multan,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,28.85591085425441,40.85591085425441,34.85591085425441,67.2593851181348,22.58286412775111,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-07-10,2024,7,Gujranwala,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,30.626560113545573,42.62656011354557,36.62656011354557,64.09276388707914,21.250102468798524,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-06-10,2024,6,Lahore,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,33.00185261193172,45.00185261193172,39.00185261193172,50.853370226582896,8.335038037779093,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-06-10,2024,6,Faisalabad,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,32.90458076098443,44.90458076098443,38.90458076098443,55.05788678393668,9.967799322081124,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-06-10,2024,6,Multan,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,33.49507945373551,45.49507945373551,39.49507945373551,47.91137577657065,14.428845176646714,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-06-10,2024,6,Gujranwala,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,34.53741807682886,46.53741807682886,40.53741807682886,56.115392046104084,4.878091392524942,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-08-10,2024,8,Lahore,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,25.969793143078267,37.96979314307826,31.969793143078267,84.1275801431215,56.919072548220896,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-08-10,2024,8,Faisalabad,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,23.03316025149525,35.03316025149525,29.03316025149525,81.86411188607711,61.174061638205735,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-08-10,2024,8,Multan,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,23.471907265933325,35.471907265933325,29.471907265933325,82.50645168306825,77.8248633203978,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-08-10,2024,8,Gujranwala,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,critical,0.9,26.511094957741008,38.51109495774101,32.51109495774101,87.68266569464699,61.281920968649395,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-09-10,2024,9,Lahore,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,20.298160473702673,32.29816047370267,26.298160473702673,76.72582683012418,22.043175348109862,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-09-10,2024,9,Faisalabad,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,21.253407017774055,33.25340701777405,27.253407017774055,76.63066329407522,17.760058798164906,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-09-10,2024,9,Multan,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,21.302887615128654,33.302887615128654,27.302887615128654,75.0196335845044,36.705810610409564,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-09-10,2024,9,Gujranwala,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,20.893525422039037,32.89352542203903,26.893525422039037,79.54940090685872,37.126796631343,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-08-10,2024,8,Lahore,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,24.753181937904518,36.753181937904515,30.753181937904518,76.20247774866968,31.466883418216348,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-08-10,2024,8,Faisalabad,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,27.472383097694163,39.47238309769416,33.47238309769416,74.35134510469663,25.861716041130016,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-08-10,2024,8,Multan,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,26.210456080741025,38.210456080741025,32.210456080741025,73.0862270884119,25.475105618205028,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-08-10,2024,8,Gujranwala,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,25.95297735341445,37.952977353414454,31.95297735341445,78.99374660208959,33.28580228318485,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-05-10,2024,5,Lahore,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,31.55111629762544,43.55111629762544,37.55111629762544,56.3735795671279,23.613368294036615,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-05-10,2024,5,Faisalabad,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,33.6070320233638,45.6070320233638,39.6070320233638,58.06684169329918,11.278990779984012,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-05-10,2024,5,Multan,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,32.55865377417376,44.55865377417376,38.55865377417376,57.41903112337825,8.728829041030254,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2024-05-10,2024,5,Gujranwala,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,30.730475722237223,42.73047572223722,36.73047572223722,61.34450342268711,13.287647032709735,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-01-10,2025,1,Lahore,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,9.179678302589362,21.179678302589362,15.179678302589362,78.93937791203003,47.997575896885635,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-01-10,2025,1,Faisalabad,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,9.574089445036881,21.574089445036883,15.574089445036881,79.11838735177307,27.54829652148446,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-01-10,2025,1,Multan,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,7.089183046080041,19.08918304608004,13.089183046080041,78.56096015757363,25.001982249662355,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-01-10,2025,1,Gujranwala,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,8.371298040043898,20.371298040043897,14.371298040043898,75.68801896328455,40.869018813513364,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-02-10,2025,2,Lahore,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,15.20568701717167,27.20568701717167,21.20568701717167,59.08388473581702,9.978357896768987,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-02-10,2025,2,Faisalabad,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,16.372997213676655,28.372997213676655,22.372997213676655,59.59869321606723,12.204546918542384,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-02-10,2025,2,Multan,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,14.879160118507862,26.879160118507862,20.879160118507862,63.540641758843776,0.0,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-02-10,2025,2,Gujranwala,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,17.85765230850732,29.85765230850732,23.85765230850732,66.98013268502936,8.222091946432862,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-07-10,2025,7,Lahore,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,27.42074268170441,39.42074268170441,33.42074268170441,67.33259791057353,20.429964595134194,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-07-10,2025,7,Faisalabad,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,27.212718795325472,39.21271879532547,33.21271879532547,72.84812109473219,18.51500720748399,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-07-10,2025,7,Multan,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,29.80556417569347,41.80556417569347,35.80556417569347,68.28693617256162,33.377818343414525,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-07-10,2025,7,Gujranwala,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,30.942458091771087,42.94245809177109,36.94245809177109,64.68713369453499,33.15104004021076,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-06-10,2025,6,Lahore,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,32.288939610787324,44.288939610787324,38.288939610787324,54.342084624399675,4.073401600606713,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-06-10,2025,6,Faisalabad,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,34.79108779954906,46.79108779954906,40.79108779954906,52.684786750520225,0.0,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-06-10,2025,6,Multan,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,34.44906340371063,46.44906340371063,40.44906340371063,54.77052563529472,11.268343869000745,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-06-10,2025,6,Gujranwala,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,32.17784292577772,44.17784292577772,38.17784292577772,48.91128305817878,0.0,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-08-10,2025,8,Lahore,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,critical,0.9,26.682017752100904,38.682017752100904,32.682017752100904,79.63605644173384,67.28737866183602,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-08-10,2025,8,Faisalabad,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,24.808310811383258,36.80831081138326,30.808310811383258,79.1966377912068,76.74273282503941,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
