district,crop_name,crop_area,crop_share,season,total_cropped_area,source_year,source_table,notes
Nankana Sahib District,Pulses,,0,Kharif+Rabi,890401,2024,"Tables 6.5, 1.0","Nankana Sahib District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Nankana Sahib District,Fodders,124537,14,Kharif+Rabi,890401,2024,"Tables 6.5, 1.0","Nankana Sahib District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Nankana Sahib District,Vegetables,,0,Kharif+Rabi,890401,2024,"Tables 6.5, 1.0","Nankana Sahib District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Nankana Sahib District,Orchards,4771,1,Kharif+Rabi,890401,2024,"Tables 6.5, 1.0","Nankana Sahib District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Nankana Sahib District,Other Crops,,4,Kharif+Rabi,890401,2024,"Tables 6.5, 1.0","Nankana Sahib District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Nankana Sahib District,Maize (Total),4362,,Kharif+Rabi,890401,2024,"Tables 6.5, 1.0","Nankana Sahib District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Nankana Sahib District,Kharif Crops (Total),436989,,Kharif,890401,2024,"Tables 6.5, 1.0","Nankana Sahib District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Nankana Sahib District,Rabi Crops (Total),448642,,Rabi,890401,2024,"Tables 6.5, 1.0","Nankana Sahib District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Nankana Sahib District,Total Cropped Area,890401,,Kharif+Rabi,890401,2024,"Tables 6.5, 1.0","Nankana Sahib District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Wheat,547894,40,Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Rice/Paddy,506558,37,Kharif,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Maize (Rabi),,0,Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Maize (Kharif),,0,Kharif,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Jowar/Bajra/Gram,,2,Kharif+Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Barley,,0,Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Cotton,178,,Kharif,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Sugarcane,2742,0,Kharif+Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Tobacco,,,Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Oilseeds,,0,Kharif+Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Pulses,,,Kharif+Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Fodders,242294,18,Kharif+Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Vegetables,,1,Kharif+Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Orchards,12965,1,Kharif+Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Other Crops,,1,Kharif+Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Maize (Total),6978,,Kharif+Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Kharif Crops (Total),653170,,Kharif,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Rabi Crops (Total),700574,,Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Sheikhupura District,Total Cropped Area,1366709,,Kharif+Rabi,1366709,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Wheat,618311,39,Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Rice/Paddy,172035,11,Kharif,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Maize (Rabi),,1,Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Maize (Kharif),,3,Kharif,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Jowar/Bajra/Gram,,1,Kharif+Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Barley,,0,Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Cotton,280809,18,Kharif,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Sugarcane,9176,1,Kharif+Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Tobacco,,,Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Oilseeds,,8,Kharif+Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Pulses,,0,Kharif+Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Fodders,191583,12,Kharif+Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Vegetables,,2,Kharif+Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Orchards,25162,2,Kharif+Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Other Crops,,1,Kharif+Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Maize (Total),71756,,Kharif+Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Kharif Crops (Total),744624,,Kharif,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Rabi Crops (Total),800077,,Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khanewal District,Total Cropped Area,1569863,,Kharif+Rabi,1569863,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Wheat,425119,42,Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Rice/Paddy,24911,3,Kharif,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Maize (Rabi),,3,Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Maize (Kharif),,14,Kharif,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Jowar/Bajra/Gram,,0,Kharif+Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Barley,,,Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Cotton,250551,25,Kharif,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Sugarcane,5893,1,Kharif+Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Tobacco,,,Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Oilseeds,,2,Kharif+Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Pulses,,,Kharif+Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Fodders,82599,8,Kharif+Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Vegetables,,1,Kharif+Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Orchards,2876,0,Kharif+Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Other Crops,,2,Kharif+Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Maize (Total),168614,,Kharif+Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Kharif Crops (Total),493272,,Kharif,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Rabi Crops (Total),509696,,Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Lodhran District,Total Cropped Area,1005844,,Kharif+Rabi,1005844,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Wheat,523781,36,Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Rice/Paddy,153186,11,Kharif,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Maize (Rabi),,2,Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Maize (Kharif),,7,Kharif,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Jowar/Bajra/Gram,,2,Kharif+Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Barley,,0,Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Cotton,203796,14,Kharif,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Sugarcane,6868,1,Kharif+Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Tobacco,,,Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Oilseeds,,3,Kharif+Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Pulses,,,Kharif+Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Fodders,203970,14,Kharif+Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Vegetables,,1,Kharif+Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Orchards,96675,7,Kharif+Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Other Crops,,3,Kharif+Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Maize (Total),121397,,Kharif+Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Kharif Crops (Total),648448,,Kharif,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Rabi Crops (Total),694811,,Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Multan District,Total Cropped Area,1439934,,Kharif+Rabi,1439934,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Wheat,495575,30,Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Rice/Paddy,77308,5,Kharif,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Maize (Rabi),,8,Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Maize (Kharif),,20,Kharif,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Vehari District,Jowar/Bajra/Gram,,1,Kharif+Rabi,1628150,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
